node_id,x,y,planar_owner,node_network_owner,street_count
994043,435787.41244261555,425842.87311005685,Seed_4,Seed_4,3
994050,435811.64549504395,425999.98383409425,Seed_4,Seed_4,3
3460709,435848.79237531935,426085.60607003304,Seed_4,Seed_4,3
994062,435885.63284994854,426010.5837163165,Seed_4,Seed_4,3
994067,435900.0377555591,425999.99006975803,Seed_4,Seed_4,3
378888671,435887.3483904842,425830.69452646654,Seed_4,Seed_4,3
1018194,430430.6502234116,432810.0557638819,Seed_3,Seed_3,3
317032927,430475.3498618822,432850.8566848247,Seed_3,Seed_3,3
1553614,443353.8222494124,438909.7071130137,Seed_4,Seed_4,3
1553845,443244.18177013105,439666.54094645835,Seed_2,Seed_2,3
1554000,443102.07201207645,440699.0797969907,Seed_2,Seed_2,3
1554569,441313.77850610955,445233.9289852452,Seed_2,Seed_2,3
1554667,441208.38486165466,445374.1646649282,Seed_2,Seed_2,3
9233997236,440942.13694353384,445676.28792619845,Seed_2,Seed_2,3
1560066,440579.17361780134,446135.09660212963,Seed_2,Seed_2,3
1561164,441085.2547100924,449592.3645654931,Seed_2,Seed_2,3
1560077,440591.42088741984,446152.3272481272,Seed_2,Seed_2,3
1581182956,441023.5601671712,445795.60347173735,Seed_2,Seed_2,3
21093411,435968.59735702607,426846.98666023335,Seed_4,Seed_4,3
3461249,436004.03212049603,428252.0216125868,Seed_4,Seed_4,3
415464458,436074.3541580807,428110.82144365576,Seed_4,Seed_4,3
1718435561,435978.9855006839,428231.31271057203,Seed_4,Seed_4,3
3461536,436291.12946546683,428307.38058089884,Seed_4,Seed_4,3
370075377,436255.6688310111,428211.7646028956,Seed_4,Seed_4,3
413571517,436223.2261306927,428302.8289776993,Seed_4,Seed_4,3
3461554,436320.80493074213,428322.81964105915,Seed_4,Seed_4,3
2072761897,436347.64178947895,428344.5789993559,Seed_4,Seed_4,3
415464393,436372.56398738734,428254.1137069586,Seed_4,Seed_4,3
3461960,436717.52702389203,428768.43417337106,Seed_4,Seed_4,3
370075244,436727.8425561091,428780.7761289587,Seed_4,Seed_4,3
385601474,436685.8704465653,428793.58858353004,Seed_4,Seed_4,4
385601475,436645.8869518389,428686.71868368075,Seed_4,Seed_4,3
3464214,437499.4840873373,432907.2586114609,Seed_4,Seed_4,3
6201870354,437498.0734425857,433036.78246921196,Seed_4,Seed_4,3
2089173439,437546.9264564543,432800.99015684496,Seed_4,Seed_4,3
250163987,437410.5529733846,432901.0299848056,Seed_4,Seed_4,4
3466739,437148.5318409747,433503.45266868034,Seed_4,Seed_4,3
250756401,437199.958949345,433589.9350544872,Seed_4,Seed_4,3
472349927,437257.4946552684,433431.1931286837,Seed_4,Seed_4,3
3466839,436834.7888225181,433721.4510443382,Seed_4,Seed_4,3
1056671904,436853.1939210626,433698.70832041977,Seed_4,Seed_4,3
1056671899,436731.57210433105,433818.68871352857,Seed_4,Seed_4,3
940354790,436853.95217903634,433740.5389035129,Seed_4,Seed_4,3
3466858,436857.44177618,433640.9616251399,Seed_4,Seed_4,3
30831487,436864.8200941438,433657.6426322713,Seed_4,Seed_4,3
3466881,436887.10444756993,433604.8666415645,Seed_4,Seed_4,3
31943208,436878.4407316415,433496.11460589303,Seed_4,Seed_4,3
32045797,436856.88809847616,433625.9142085216,Seed_4,Seed_4,3
