accident_row,u,v,key,edge_length_m,distance_to_u_m,distance_to_v_m,nearest_intersection_distance_m,edge_fraction_to_nearest_intersection
539,6047609609,611055,0,107.88205437288106,86.00526358629304,21.876790786588018,21.876790786588018,0.20278433622494413
540,643930,643933,0,161.1409101151588,161.1409101151588,0.0,0.0,0.0
541,9755805559,26299410,0,170.63568685260324,170.63568685260324,0.0,0.0,0.0
542,9405615106,921265743,0,301.18924676770894,138.5252301934726,162.66401657423634,138.5252301934726,0.4599275428325954
543,26298474,26296951,0,224.0763533002627,126.48353648398104,97.59281681628165,97.59281681628165,0.4355337606084079
544,9755805529,342579538,0,256.93541774694273,58.46475334094072,198.47066440600202,58.46475334094072,0.2275464934091843
545,643933,10103026371,0,174.23643618102165,170.36585472341906,3.870581457602583,3.870581457602583,0.022214535274248097
546,9319419235,5728993698,0,28.990193799766853,5.642983407241978,23.347210392524875,5.642983407241978,0.19465145511677678
547,9319419235,5728993698,0,28.990193799766853,5.642983407241978,23.347210392524875,5.642983407241978,0.19465145511677678
548,342660313,52167301,0,85.84618645244832,25.367268859893827,60.478917592554495,25.367268859893827,0.2954967472427583
549,26298423,7275677007,0,239.46148567802328,191.19306986845987,48.26841580956341,48.26841580956341,0.20157068546072782
550,474665273,5728993689,0,116.01764595559264,114.46789002785955,1.549755927733088,1.549755927733088,0.013357932881402183
551,9755805559,26299410,0,170.63568685260324,49.091973948324124,121.54371290427912,49.091973948324124,0.28770050892537063
552,5728993707,6264670261,0,81.42587250044666,8.881602975265862,72.5442695251808,8.881602975265862,0.10907593253258836
553,5728993707,6264670261,0,81.42587250044666,8.881602975265862,72.5442695251808,8.881602975265862,0.10907593253258836
554,7275677007,9755805529,0,137.63338677762331,137.63338677762331,0.0,0.0,0.0
555,342660306,26296951,0,145.89494442225387,141.7845335851507,4.11041083710316,4.11041083710316,0.028173771568168093
556,342579502,320951154,0,103.19001013039059,20.273677604368842,82.91633252602175,20.273677604368842,0.19646938282834825
557,342579502,320951154,0,103.19001013039059,20.273677604368842,82.91633252602175,20.273677604368842,0.19646938282834825
558,342579502,320951154,0,103.19001013039059,20.273677604368842,82.91633252602175,20.273677604368842,0.19646938282834825
559,11729210420,10103026390,0,39.677544012403025,13.36222433612209,26.315319676280936,13.36222433612209,0.33677044960104174
560,317087689,320951154,0,51.36513550472539,47.168058408520274,4.197077096205113,4.197077096205113,0.08171062053986014
561,1591373192,26298438,0,70.2146025130339,67.27262941886693,2.9419730941669684,2.9419730941669684,0.04189973294544894
562,26298423,7275677007,0,239.46148567802328,239.46148567802328,0.0,0.0,0.0
563,643930,643933,0,161.1409101151588,159.3310600071684,1.8098501079903997,1.8098501079903997,0.011231475028265613
564,26298445,3381506666,0,53.69332798687318,21.01061116904815,32.682716817825025,21.01061116904815,0.3913076718616655
565,26298445,3381506666,0,53.69332798687318,21.01061116904815,32.682716817825025,21.01061116904815,0.3913076718616655
566,301688528,9319419235,0,144.73228205725678,83.17765614412825,61.55462591312853,61.55462591312853,0.42529990571679943
567,10103026390,11729210420,0,39.67754401240303,28.15245578757531,11.525088224827723,11.525088224827723,0.2904687906394869
568,9077392916,9405615106,0,113.5321494153336,108.49982508056931,5.032324334764297,5.032324334764297,0.04432510404039469
569,9755805559,26299410,0,170.63568685260324,2.753511311561946,167.8821755410413,2.753511311561946,0.016136784528200457
570,9755805559,10563335063,0,99.88782334633278,62.946816163190164,36.94100718314262,36.94100718314262,0.3698249290612743
571,659971029,1022749752,0,114.29526386290671,18.53537286265539,95.75989100025132,18.53537286265539,0.16217096173720671
572,26298474,26296951,0,224.0763533002627,1.4347285004396932,222.641624799823,1.4347285004396932,0.006402855452208983
573,26298423,7275677007,0,239.46148567802328,237.19035927690854,2.271126401114742,2.271126401114742,0.009484307652582045
574,342620628,51458932,0,55.36465734579943,45.10835487346542,10.256302472334006,10.256302472334006,0.1852499945637641
575,342620651,1020737722,0,18.32487226004556,17.336485257483336,0.9883870025622237,0.9883870025622237,0.05393691091191084
576,9755805559,10563335063,0,99.88782334633278,8.513554246285745,91.37426910004703,8.513554246285745,0.08523115191695992
577,9405615106,921265743,0,301.18924676770894,8.973076174541907,292.216170593167,8.973076174541907,0.02979215317558252
578,10563335054,5728993698,0,111.98019278156458,78.32084899611436,33.65934378545022,33.65934378545022,0.3005830133826274
579,9755805529,7275677007,0,137.63338677762334,44.316609005863064,93.31677777176029,44.316609005863064,0.3219902528262723
580,9755805559,26299410,0,170.63568685260324,5.900235057148056,164.7354517954552,5.900235057148056,0.03457796646163904
581,9755805559,301688528,0,61.47603790038473,45.725438238297045,15.750599662087687,15.750599662087687,0.2562071369597668
582,342660313,52167301,0,85.84618645244832,42.87229647294274,42.97388997950558,42.87229647294274,0.499408281772545
583,5728993689,3181227681,0,25.75184752630624,11.50553182380482,14.24631570250142,11.50553182380482,0.4467847136812842
584,7275677007,4540786888,0,227.93471145506948,223.50766680545203,4.427044649617443,4.427044649617443,0.019422424172941745
585,9755805559,10563335063,0,99.88782334633278,99.88782334633278,0.0,0.0,0.0
586,304904904,26298435,0,151.39409752313983,150.15522370453826,1.2388738186015757,1.2388738186015757,0.008183105146567686
587,301688528,9319419235,0,144.73228205725678,54.171868054762754,90.56041400249403,54.171868054762754,0.37429015341119337
588,301688528,9319419235,0,144.73228205725678,54.171868054762754,90.56041400249403,54.171868054762754,0.37429015341119337
589,26298474,26296951,0,224.0763533002627,123.08126110293787,100.99509219732482,100.99509219732482,0.4507173144771382
590,26298474,26296951,0,224.0763533002627,123.08126110293787,100.99509219732482,100.99509219732482,0.4507173144771382
591,7275677007,4540786888,0,227.93471145506948,81.62246342311177,146.31224803195772,81.62246342311177,0.3580958025307225
592,5728993698,9319419235,0,28.990193799766857,24.36623448868559,4.6239593110812685,4.6239593110812685,0.15950080717012852
593,9755805529,7275677007,0,137.63338677762334,132.64262102590462,4.990765751718726,4.990765751718726,0.03626130162576318
594,9755805529,7275677007,0,137.63338677762334,132.64262102590462,4.990765751718726,4.990765751718726,0.03626130162576318
595,9755805529,7275677007,0,137.63338677762334,132.64262102590462,4.990765751718726,4.990765751718726,0.03626130162576318
596,682264890,643914,0,116.13271478114794,110.03534054176035,6.097374239387591,6.097374239387591,0.0525035021430274
597,26298428,26298429,0,86.18873377641975,0.44178362574844515,85.74695015067131,0.44178362574844515,0.005125769997903277
598,26298428,26298429,0,86.18873377641975,0.44178362574844515,85.74695015067131,0.44178362574844515,0.005125769997903277
599,301688528,9319419235,0,144.73228205725678,80.99370150007832,63.738580557178466,63.738580557178466,0.44038952230410616
600,11729210421,10103026366,0,183.36197895475755,175.84120545446777,7.520773500289778,7.520773500289778,0.04101599220929788
